Company,JobClosed,ClosedDate,JobComplete,JobCompletionDate,JobEngineered,CheckOff1,CheckOff2,CheckOff3,CheckOff4,CheckOff5,JobReleased,JobHeld,SchedStatus,JobNum,PartNum,RevisionNum,DrawNum,PartDescription,ProdQty,IUM,StartDate,StartHour,DueDate,DueHour,ReqDueDate,JobCode,QuoteNum,QuoteLine,ProdCode,UserChar1,UserChar2,UserChar3,UserChar4,UserDate1,UserDate2,UserDate3,UserDate4,UserDecimal1,UserDecimal2,UserInteger1,UserInteger2,CommentText,ExpenseCode,InCopyList,WIName,WIStartDate,WIStartHour,WIDueDate,WIDueHour,Candidate,SchedCode,SchedLocked,ProjectID,WIPCleared,JobFirm,PersonList,PersonID,ProdTeamID,QtyCompleted,Plant,DatePurged,TravelerReadyToPrint,TravelerLastPrinted,StatusReadyToPrint,StatusLastPrinted,CallNum,CallLine,JobType,RestoreFlag,PhaseID,AnalysisCode,LockQty,HDCaseNum,ProcessMode,PlannedActionDate,PlannedKitDate,MSPTaskID,MSPPredecessor,UserMapData,ProductionYield,OrigProdQty,PreserveOrigQtys,NoAutoCompletion,NoAutoClosing,CreatedBy,CreateDate,WhseAllocFlag,OwnershipStatus,PDMObjID,ExportRequested,SplitMfgCostElements,XRefPartNum,XRefPartType,XRefCustNum,BasePartNum,BaseRevisionNum,RoughCutScheduled,EquipID,PlanNum,MaintPriority,SplitJob,NumberSource,CloseMeterReading,IssueTopicID1,IssueTopicID2,IssueTopicID3,IssueTopicID4,IssueTopicID5,IssueTopicID6,IssueTopicID7,IssueTopicID8,IssueTopicID9,IssueTopicID10,IssueTopics,ResTopicID1,ResTopicID2,ResTopicID3,ResTopicID4,ResTopicID5,ResTopicID6,ResTopicID7,ResTopicID8,ResTopicID9,ResTopicID10,ResTopics,Forward,SchedSeq,PAAExists,DtlsWithinLeadTime,GroupSeq,RoughCut,PlanGUID,PlanUserID,LastChangedBy,LastChangedOn,EPMExportLevel,JobWorkflowState,JobCSR,ExternalMES,SysRowID,LastExternalMESDate,LastScheduleDate,LastScheduleProc,SchedPriority,DaysLate,ContractID,ProjProcessed,SyncReqBy,CustName,CustID,IsCSRSet,UnReadyCostProcess,ProcSuspendedUpdates,ProjProcessedDate,PCLinkRemoved,ForeignSysRowID,ssePart_c,EngineerCode_c,EngineeringApproval_c,EngineeringReview_c,QtyMinimum_c,Customer_c,QualityApproval_c,InitialReview_c
HEM,1,2018-02-22,1,2018-02-21,1,0,0,0,0,0,1,1,R,80270,821092-1,N/C,,Piston,35,EA,2018-01-25,-57.64,2018-02-16,0,2018-02-16,,0,0,CUSTOM,,,,,,,,,0,0,0,0,Customer - UTAS,,1,,2018-01-25,-57.64,2018-02-16,0,1,NORMAL,0,,1,1,RPaul,RPaul,,35,MfgSys,,0,2017-11-04,0,,0,0,MFG,,,,1,0,S,2018-01-26,2018-01-26,,,,1,2,0,0,0,Ejorge,2017-10-12,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,02D257E7-A834-4202-94B1-111AAD4D6453,,,,0,0,,0,0,,,0,0,,,0,02D257E7-A834-4202-94B1-111AAD4D6453,0,,1,1,18,UTAS,1,1
HEM,0,,0,,1,0,0,0,0,0,0,1,R,MRP00000233051,806211-3,C,,"Pin, Tapered, Plain",1,EA,2020-10-29,17.05,2020-12-31,0,2020-12-31,,0,0,PIN,,,,,,,,,0,0,0,0,,,0,,2020-10-29,17.05,2020-12-31,0,0,NORMAL,0,,0,0,,,,0,MfgSys,,0,,0,,0,0,MFG,,,,0,0,S,2020-10-29,2020-10-29,,,,1,1,0,0,0,Ejorge,2018-06-02,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,27730,1,0,0,1,,,,,0,,,0,8447E893-1EF9-431C-AAC8-11272E098881,,,,-789510,877,,0,0,,,0,0,,,0,8447E893-1EF9-431C-AAC8-11272E098881,0,,0,0,0,,0,0
HEM,1,2018-05-09,1,2018-05-03,1,0,0,0,0,0,1,0,1,82117,3243554,L,,"Shaft, Drive",482,EA,2018-04-04,6,2018-05-16,23.07,2018-03-19,,0,0,SHAFT,,,,,,,,,0,0,0,0,,,1,,2018-04-04,6,2018-05-16,23.07,1,NORMAL,0,,1,1,,,,464,MfgSys,,0,2018-02-27,0,,0,0,MFG,,,,1,0,S,2018-04-04,2018-04-04,,,,1,482,0,0,0,TLentini,2018-02-27,0,,,,1,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,0,D0952850-6DF9-4314-A157-112E5F6D16F2,,,,-1003110,-13,,0,0,,,0,0,,,0,D0952850-6DF9-4314-A157-112E5F6D16F2,0,,1,1,482,B&N Aerospace,1,1
HEM,0,,0,,1,0,0,0,0,0,0,1,R,84314,NAS1193E5C,10,,Locking Device,500,EA,2019-03-19,22,2019-05-09,0,2019-05-09,,0,0,CUSTOM,,,,,,,,,0,0,0,0,"No B.o.m. Needed, Vendor Supplied Material.",,1,,2019-03-19,22,2019-05-09,0,0,NORMAL,0,,0,1,JGlaude,JGlaude,,0,MfgSys,,0,,0,,0,0,MFG,,,,1,0,S,2019-03-19,2019-03-19,,,,1,24,0,0,0,Ejorge,2018-05-05,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,24900,1,0,0,1,,,,,0,,,0,2013D907-4F2A-4948-A8C6-113983077FF2,,,,-931350,286,,0,0,,,0,0,,,0,2013D907-4F2A-4948-A8C6-113983077FF2,0,,0,0,500,DETAIL,0,0
HEM,0,,0,,1,0,0,0,0,0,1,1,R,82704,782137-21,N/C,,"Piston, Delay",100,EA,2018-04-26,6,2018-07-16,7,2018-06-25,,0,0,CUSTOM,,,,,,,,,0,0,0,0,,,1,,2018-04-26,6,2018-07-16,7,0,NORMAL,0,,0,1,JGlaude~RPaul,RPaul,,0,MfgSys,,0,2018-04-26,0,,0,0,MFG,,,,1,0,S,2018-04-26,2018-04-26,,,,1,20,0,0,0,Ejorge,2018-03-16,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,6070,1,0,0,0,,,,,0,,,0,506E2AE1-2E9C-4267-9803-113A913CA114,,,,-1004310,-18,,0,0,,,0,0,,,0,506E2AE1-2E9C-4267-9803-113A913CA114,0,,1,1,90,UTAS,1,1
SMC,1,2017-12-11,1,2017-12-11,1,0,0,0,0,0,1,1,R,000187,1602M23P14,D,,"Bushing, Flap-Outer Exhaust Nozzle",327,EA,2015-12-30,11.19,2050-12-30,14,2050-12-31,,0,0,BUSHING,,,,,,,,,0,0,0,0,SPLIT 60 PCS AFTER OP # 80 TO J000187-1 JD 06/10/16,,1,,2015-12-30,11.19,2050-12-30,14,1,NORMAL,1,,1,1,,,,14,MfgSys,,0,2016-06-10,0,,0,0,MFG,,,,0,0,S,2015-12-28,2015-12-30,,,,0,327,0,0,0,sbevets1,2016-01-29,0,,,,0,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,CED3B5EE-D17C-44DB-A3E6-1145E6F3FBD6,,,,0,0,,0,0,,,0,0,,,0,CED3B5EE-D17C-44DB-A3E6-1145E6F3FBD6,0,,1,1,0,,0,0
SMC,1,2016-11-11,1,2016-10-04,1,0,0,0,0,0,1,1,R,000411,1333m73p01,A,,Bushing,183,EA,2016-01-29,6,2016-04-11,6.88,2016-01-29,,0,0,BUSHING,,,,,,,,,0,0,70792,0,LOT NO 19673,,1,,2016-01-29,6,2016-04-11,6.88,1,NORMAL,0,,1,1,,,,177,MfgSys,,0,2016-06-14,0,,0,0,MFG,,,,0,0,S,2016-01-27,2016-01-29,,,,0,183,0,0,0,sbevets1,2016-01-29,0,,,,0,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,D7074550-3D74-4391-BD6B-114BCB5C6BDD,,,,0,0,,0,0,,,0,0,,,0,D7074550-3D74-4391-BD6B-114BCB5C6BDD,0,,0,0,0,,0,0
HEM,1,2018-04-13,1,2018-04-12,1,0,0,0,0,0,1,1,R,80904,J534P58,D,,"Nipple, Tube",100,EA,2018-02-02,15.14,2018-05-08,24,2018-05-03,,0,0,CUSTOM,,,,,,,,,0,0,0,0,,,1,,2018-02-02,15.14,2018-05-08,24,1,IMMED,0,,1,1,RPaul,RPaul,,66,MfgSys,,0,2018-02-01,0,,0,0,MFG,,,,1,0,S,2018-02-02,2018-02-02,,,,1,100,0,0,0,Ejorge,2017-11-29,0,,,,1,,,341,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,,,,,0,,,0,DF96EBEC-3D6E-453B-87B7-114DEB3FBBD6,,,,-1334652073,-5,,0,0,,,0,0,,,0,DF96EBEC-3D6E-453B-87B7-114DEB3FBBD6,0,,1,1,90,UACJ,1,1
HEM,0,,0,,1,0,0,0,0,0,1,1,R,82297,567010,C,,"Roller, Conical",25,EA,2018-05-21,6,2018-08-24,10,2018-07-17,,0,0,CUSTOM,,,,,,,,,0,0,0,0,,,1,,2018-05-21,6,2018-08-24,10,0,NORMAL,0,,0,1,RPaul,RPaul,,0,MfgSys,,0,2018-04-19,0,,0,0,MFG,,,,1,0,S,2018-05-21,2018-05-21,,,,1,16,0,0,0,Ejorge,2018-03-12,0,,,,1,,,383,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,3680,1,0,0,0,,,,,0,,,0,A1375194-852F-483B-9A88-115923CEFC75,,,,-1010070,-42,,0,0,,,0,0,,,0,A1375194-852F-483B-9A88-115923CEFC75,0,,1,1,20,B&E,1,1
SMC,1,2017-11-17,1,2017-11-10,1,0,0,0,0,0,1,1,1,021337-1,5040T72P01,B,,"Nut, Plain, Round, Slotted",144,EA,2017-09-01,9.23,2017-10-11,0,2017-10-11,,0,0,NUT,,,,,,,,,0,0,0,0,"SPLIT 144 PIECES FROM J021337 AFTTER OP 60  WDM 10/11/2017***SEE ATTACHMENT FOR TRAVELER LEGACY***",,0,,2017-09-01,9.23,2017-10-11,0,1,NORMAL,0,,1,1,,,,144,MfgSys,,0,2017-10-12,0,,0,0,MFG,,,,0,0,S,2017-08-30,2017-09-01,,,,1,169,0,0,0,WMassey,2017-10-11,0,,,,1,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,1AEA6DA8-D88A-4627-B020-1159F0203C99,,,,0,0,,0,0,,,0,0,,,0,1AEA6DA8-D88A-4627-B020-1159F0203C99,0,,0,0,0,,0,0
HEM,0,,0,,1,0,0,0,0,0,0,1,R,82703,816096-12,N/C,,"Cover, Valve",200,EA,2018-08-02,13.71,2018-11-02,0,2018-11-02,,0,0,CUSTOM,,,,,,,,,0,0,0,0,Detail For 816096-2,,1,,2018-08-02,13.71,2018-11-02,0,0,NORMAL,0,,0,1,JGlaude,JGlaude,,0,MfgSys,,0,,0,,0,0,MFG,,,,1,0,S,2018-08-02,2018-08-02,,,,1,17,0,0,0,Ejorge,2018-03-16,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,14570,1,0,0,1,,,,,0,,,0,0250341F-29C3-420A-BC78-115BA9CB3541,,,,-986070,58,,0,0,,,0,0,,,0,0250341F-29C3-420A-BC78-115BA9CB3541,0,,0,0,190,DETAIL,0,0
HEM,0,,0,,1,0,0,0,0,0,0,0,1,83962,AMS6415_S400_0.3125GD,U,,AMS 6415 S400 0.3125 GD (4340),36,FT,2018-05-29,6,2018-06-11,7,2018-05-25,,0,0,,,,,,,,,,0,0,0,0,"Grind material per Jean RequestFor STMC Part Number - 37B202002P101Use:AMS6415_S400_0.3225RD",,1,,2018-05-29,6,2018-06-11,7,0,NORMAL,0,,0,1,JGlaude,,,0,MfgSys,,0,,0,,0,0,MFG,,,,1,0,S,2018-05-29,2018-05-29,,,,1,36,0,0,0,JGlaude,2018-04-19,0,,,,1,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,6890,0,0,0,0,,,,,0,,,0,2DBAFA2B-A836-4B04-BB4B-1165F5FA830A,,,,-1003830,-16,,0,0,,,0,0,,,0,2DBAFA2B-A836-4B04-BB4B-1165F5FA830A,0,,1,1,36,DETAIL - STMC,1,1
SMC,1,2017-01-06,1,2017-01-06,1,0,0,0,0,0,1,1,1,020094-19,1834M53P02,B,,"Weight, Balance - Compressor Rotor, Stage 4 & 5",77,EA,2016-10-04,13.5,2016-10-04,14,2016-10-05,,0,0,WEIGHT,,,,,,,,,0,0,70654,0,SPLIT 77 PCS FROM J020094 AT OP # 10 JD 10-05-16 REF HORST J63674 (27 pcs) and J66688 (50 pcs),,0,,2016-10-04,13.5,2016-10-04,14,1,NORMAL,0,,1,1,,,,77,MfgSys,,0,2016-10-05,0,,0,0,MFG,,,,0,0,S,2016-09-30,2016-10-04,,,,0,77,0,0,0,JDillon,2016-10-05,0,,,,0,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,43F93437-AF5A-4DD0-A0F6-11706CAB2E7D,,,,0,0,,0,0,,,0,0,,,0,43F93437-AF5A-4DD0-A0F6-11706CAB2E7D,0,,0,0,0,,0,0
HEM,0,,0,,1,0,0,0,0,0,0,1,R,82248,815232-2,A,,"Housing, Regulator",16,EA,2019-01-25,20.97,2019-02-06,0,2019-02-06,,0,0,CUSTOM,,,,,,,,,0,0,0,0,Run With Job 82247,,1,,2019-01-25,20.97,2019-02-06,0,0,NORMAL,0,,0,1,,,,0,MfgSys,,0,,0,,0,0,MFG,,,,1,0,S,2019-01-25,2019-01-25,,,,1,25,0,0,0,Ejorge,2018-03-08,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,23010,1,0,0,1,,,,,0,,,0,63D5E4BA-3489-4E4E-9C93-1174F94F049F,,,,-944070,233,,0,0,,,0,0,,,0,63D5E4BA-3489-4E4E-9C93-1174F94F049F,0,,1,1,16,,1,1
HEM,1,2018-02-15,1,2018-02-12,1,0,0,0,0,0,1,1,1,81474,1211618-210,D,,Pawl,172,EA,2018-01-22,0,2018-03-26,9.82,2018-02-22,,0,0,BOLT,,,,,,,,,0,0,0,0,"REMAKE OF LOST INVENTORY172PCS SPLIT FROM JOB # 81292",,1,,2018-01-22,0,2018-03-26,9.82,1,IMMED,0,,1,1,RPaul,RPaul,,129,MfgSys,,0,2018-01-22,0,,0,0,MFG,,,,1,0,S,2018-01-22,2018-01-22,,,,1,172,0,0,0,RPaul,2018-01-22,0,,,,1,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,0,D500370F-F5B5-427B-B171-1181541980E7,,,,0,0,,0,0,,,0,0,,,0,D500370F-F5B5-427B-B171-1181541980E7,0,,1,1,150,UTAS,1,1
SMC,0,,0,,1,0,0,0,0,0,0,1,R,MRP00000000316,368120,A,,"PIN, STEPPED",90,EA,2018-07-30,12.32,2018-08-24,14,2018-08-25,,0,0,MISC,,,,,,,,,0,0,0,0,,,0,,2018-07-30,12.32,2018-08-24,14,0,NORMAL,0,,0,0,,,,0,MfgSys,,0,,0,,0,0,MFG,,,,0,0,S,2018-07-26,2018-07-30,,,,1,90,0,0,0,Ejorge,2018-06-02,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,AF9BCC8D-DD23-4702-BA82-11823C1BB349,,,,0,0,,0,0,,,0,0,,,0,AF9BCC8D-DD23-4702-BA82-11823C1BB349,0,,0,0,0,,0,0
HEM,1,2018-01-31,1,2018-01-31,1,0,0,0,0,0,1,0,1,80511,ASTM_B441_C17510_HT_0.4900GD,16,,ASTM B441 C17510 (TH04) HT TEMPER .490 GD (BE-CU),60,FT,2017-11-24,20.33,2017-11-30,0,2017-11-30,,0,0,,,,,,,,,,0,0,0,0,USE: ASTM_B441_C17510_HT_0.5000RD - GRIND IN HOUSE,,1,,2017-11-24,20.33,2017-11-30,0,1,NORMAL,0,,1,1,RPaul,RPaul,,59,MfgSys,,0,2017-11-21,0,,0,0,MFG,,,,1,0,S,2017-11-24,2017-11-24,,,,1,60,0,0,0,RPaul,2017-11-06,0,,,,1,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,08BF7843-BD6B-41F9-9839-11A19861822E,,,,0,0,,0,0,,,0,0,,,0,08BF7843-BD6B-41F9-9839-11A19861822E,0,,1,1,60,,1,1
HEM,1,2018-02-23,1,2018-02-23,1,0,0,0,0,0,1,1,R,80065,1007675-21MOD,N/C,,Bushing,29,EA,2018-01-30,9.08,2018-02-13,0,2018-02-13,,0,0,BUSHING,,,,,,,,,0,0,0,0,,,1,,2018-01-30,9.08,2018-02-13,0,1,NORMAL,0,,1,1,,,,28,MfgSys,,0,2017-11-04,0,,0,0,MFG,,,,1,0,S,2018-01-30,2018-01-30,,,,1,35,0,0,0,Ejorge,2017-10-04,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,8635B735-B7BF-4286-ABA6-11A27DB71359,,,,0,0,,0,0,,,0,0,,,0,8635B735-B7BF-4286-ABA6-11A27DB71359,0,,1,1,25,,1,1
HEM,1,2017-10-31,1,2017-10-12,1,0,0,0,0,0,1,0,1,69795,799723-1,A,,"Piston, Delay",25,EA,2017-10-02,6,2017-10-09,7,2017-09-15,,0,0,CUSTOM,,,,,,,,,0,0,0,0,,,1,,2017-10-02,6,2017-10-09,7,1,NORMAL,0,,1,1,,,,25,MfgSys,,0,2017-10-03,0,,0,0,MFG,,,,1,0,S,2017-10-02,2017-10-02,,,,1,25,0,0,0,sclark,2017-09-28,0,,,,1,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,0,102193D9-A271-486A-BB1A-11ABCF26FEBB,,,,-1001670,-7,,0,0,,,0,0,,,0,102193D9-A271-486A-BB1A-11ABCF26FEBB,0,,1,1,0,,0,0
HEM,1,2018-05-09,1,2018-05-07,1,0,0,0,0,0,1,1,R,81710,3023-20426-1,D,,Plate,300,EA,2018-03-27,19,2018-04-27,0,2018-04-27,,0,0,CUSTOM,,,,,,,,,0,0,0,0,,,1,,2018-03-27,19,2018-04-27,0,1,NORMAL,0,,1,1,RPaul,RPaul,,298,MfgSys,,0,2018-03-01,0,,0,0,MFG,,,,1,0,S,2018-04-06,2018-04-06,,,,1,239,0,0,0,Ejorge,2018-01-31,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,0,D68217CE-6930-4F13-8900-11ACDE2ECFD0,,,,-1000230,-1,,0,0,,,0,0,,,0,D68217CE-6930-4F13-8900-11ACDE2ECFD0,0,,1,1,285,NORD,1,1
SMC,1,2017-08-29,1,2017-07-20,1,0,0,0,0,0,1,0,1,000036,1856M32P09,A,,"Bushing-Compressor Casing, Front",900,EA,2017-08-25,7.5,2017-09-01,0,2017-09-01,,0,0,BUSHING,,,,,,,,,0,0,67193,0,LEGACY LOT NO. 16250,,0,,2017-08-25,7.5,2017-09-01,0,1,NORMAL,0,,1,1,,,,900,MfgSys,,0,2017-07-14,0,,0,0,MFG,,,,0,0,S,2017-08-23,2017-08-25,,,,1,900,0,0,0,WMassey,2017-07-14,0,,,,1,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,048715B1-D9ED-4600-9201-11B1F62BC8D0,,,,0,0,,0,0,,,0,0,,,0,048715B1-D9ED-4600-9201-11B1F62BC8D0,0,,0,0,0,,0,0
HEM,0,,0,,1,0,0,0,0,0,0,1,R,83661,799737-4,N/C,,"Ring, Convex",400,EA,2018-05-29,0,2018-11-09,12,2018-09-06,,0,0,RING,,,,,,,,,0,0,0,0,,,1,,2018-05-29,0,2018-11-09,12,0,NORMAL,0,,0,1,RPaul,RPaul,,0,MfgSys,,0,,0,,0,0,MFG,,,,1,0,S,2018-05-29,2018-05-29,,,,1,1,0,0,0,Ejorge,2018-04-02,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1750,1,0,0,0,,,,,0,,,0,822E6FCA-4A09-4865-B955-11B32670EA49,,,,-1017030,-71,,0,0,,,0,0,,,0,822E6FCA-4A09-4865-B955-11B32670EA49,0,,1,1,375,UTAS,1,1
HEM,1,2017-11-30,1,2017-11-30,1,0,0,0,0,0,1,1,R,80299,2469M86P01,A,,"Spacer, Anti-Migration",275,EA,2017-11-13,6,2017-12-15,0,2017-12-15,,0,0,SPACER,,,,,,,,,0,0,0,0,"Customer - STMCNo BOM. Vendor supplied material (Material is here at 36 Cedar)",,1,,2017-11-13,6,2017-12-15,0,1,IMMED,1,,1,1,,,,256,MfgSys,,0,2017-11-14,0,,0,0,MFG,,,,1,0,S,2017-11-13,2017-11-13,,,,1,275,0,0,0,Ejorge,2017-10-19,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,0,30543915-41CC-4883-9A18-11B98F06C7C9,,,,0,0,,0,0,,,0,0,,,0,30543915-41CC-4883-9A18-11B98F06C7C9,0,557,1,1,275,,1,0
SMC,1,2016-05-23,1,2016-05-23,1,0,0,0,0,0,1,1,R,000027,1846M85P02,A,,"Bushing, Flanged",30,EA,2016-02-11,11.01,2016-03-03,14,2016-03-03,,0,0,BUSHING,,,,,,,,,0,0,70378,0,"LOT NO: 19764NOTE: ONLY COMPLETE OPS ON LEGACY TRAVELER ARE SAW AND HEAT TREAT",,1,,2016-02-11,11.01,2016-03-03,14,1,NORMAL,0,,1,1,,,,28,MfgSys,,0,2016-03-29,0,,0,0,MFG,,,,0,0,S,2016-02-09,2016-02-11,,,,0,30,0,0,0,sbevets1,2016-01-29,0,,,,0,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,CDE79C1C-DDAA-4FD6-83D5-11C187008F5F,,,,0,0,,0,0,,,0,0,,,0,CDE79C1C-DDAA-4FD6-83D5-11C187008F5F,0,,0,0,0,,0,0
SMC,1,2017-06-08,1,2017-06-07,1,0,0,0,0,0,1,1,R,020957,4096702-849P02,C,,"Flange, Fitting",220,EA,2017-03-02,13.94,2017-03-10,14,2017-03-11,,0,0,FLANGE,,,,,,,,,0,0,0,0,,,0,,2017-03-02,13.94,2017-03-10,14,1,NORMAL,0,,1,1,,,,233,MfgSys,,0,2017-03-13,0,,0,0,MFG,,,,0,0,S,2017-02-28,2017-03-02,,,,1,448,0,0,0,sbevets1,2017-03-11,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,B2C611C8-F5C8-4F9E-B17A-11C85A470C18,,,,0,0,,0,0,,,0,0,,,0,B2C611C8-F5C8-4F9E-B17A-11C85A470C18,0,,0,0,0,,0,0
HEM,0,,0,,1,0,0,0,0,0,0,1,R,MRP00000233268,527286,B,,Tag,50,EA,2019-07-05,23.25,2019-07-19,0,2019-07-19,,0,0,CUSTOM,,,,,,,,,0,0,0,0,,,0,,2019-07-05,23.25,2019-07-19,0,0,NORMAL,0,,0,0,,,,0,MfgSys,,0,,0,,0,0,MFG,,,,0,0,S,2019-07-05,2019-07-05,,,,1,50,0,0,0,Ejorge,2018-06-02,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,26750,1,0,0,1,,,,,0,,,0,BE4A4D42-198F-4205-AC96-11C9EF223A1D,,,,-904950,396,,0,0,,,0,0,,,0,BE4A4D42-198F-4205-AC96-11C9EF223A1D,0,,0,0,0,,0,0
HEM,0,,0,,1,0,0,0,0,0,1,1,R,82443,816072-1,N/C,,"Seat, Bearing",250,EA,2018-04-19,6,2018-09-28,13,2018-07-09,,0,0,SEAT,,,,,,,,,0,0,0,0,,,1,,2018-04-19,6,2018-09-28,13,0,NORMAL,0,,0,1,RPaul,RPaul,,0,MfgSys,,0,2018-04-19,0,,0,0,MFG,,,,1,0,S,2018-04-19,2018-04-19,,,,1,55,0,0,0,Ejorge,2018-03-16,0,,,,1,,,0,,,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1590,1,0,0,0,,,,,0,,,0,A4F42285-12B4-4485-BB02-11D2F3D6D773,,,,-1017750,-74,,0,0,,,0,0,,,0,A4F42285-12B4-4485-BB02-11D2F3D6D773,0,,1,1,235,UTAS,1,1
SMC,1,2017-01-06,1,2017-01-06,1,0,0,0,0,0,1,1,1,020094-25,1834M53P02,B,,"Weight, Balance - Compressor Rotor, Stage 4 & 5",186,EA,2016-11-11,13.5,2016-11-11,14,2016-11-14,,0,0,WEIGHT,,,,,,,,,0,0,70654,0,SPLIT 186 PCS FROM J020094 AT OP # 10 JD 11/14/16 REF HORST J66940,,0,,2016-11-11,13.5,2016-11-11,14,1,NORMAL,0,,1,1,,,,186,MfgSys,,0,2016-11-14,0,,0,0,MFG,,,,0,0,S,2016-11-09,2016-11-11,,,,0,186,0,0,0,JDillon,2016-11-14,0,,,,0,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,68F3DDF7-9EA5-4C1F-8C4A-11E1BE002483,,,,0,0,,0,0,,,0,0,,,0,68F3DDF7-9EA5-4C1F-8C4A-11E1BE002483,0,,0,0,0,,0,0
HEM,1,2017-12-19,1,2017-12-19,1,0,0,0,0,0,1,0,1,70497,775676-1,B,,"Pin, Straight, Headed",75,EA,2017-11-09,18.11,2017-12-13,0,2017-12-13,,0,0,PIN,,,,,,,,,0,0,0,0,,,1,,2017-11-09,18.11,2017-12-13,0,1,NORMAL,0,,1,1,,,,71,MfgSys,,0,2017-11-04,0,,0,0,MFG,,,,1,0,S,2017-11-09,2017-11-09,,,,1,75,0,0,0,sclark,2017-09-28,0,,,,1,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,7246C656-24D5-4EC9-9A45-11E4945FABE0,,,,-984630,64,,0,0,,,0,0,,,0,7246C656-24D5-4EC9-9A45-11E4945FABE0,0,,1,1,0,,1,0
SMC,1,2016-08-10,1,2016-02-24,1,0,0,0,0,0,1,1,R,000478,2018T12P02,H,,"Pin, Alignment",500,EA,2016-01-28,14.76,2016-02-01,9.78,2016-01-31,,0,0,PIN,,,,,,,,,0,0,71043,0,LOTNO.19748,,0,,2016-01-28,14.76,2016-02-01,9.78,1,NORMAL,0,,1,1,,,,615,MfgSys,,0,2016-01-31,0,,0,0,MFG,,,,0,0,S,2016-01-28,2016-02-01,,,,0,500,0,0,0,sbevets1,2016-01-31,0,,,,0,,,0,,,0,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,0,,,0,BC9DBB2F-1E9F-4A0D-BCB5-11E70B97EE70,,,,0,0,,0,0,,,0,0,,,0,BC9DBB2F-1E9F-4A0D-BCB5-11E70B97EE70,0,,0,0,0,,0,0
